('mihr', ['gâlib', 'ver', 'gül', 'çeşm', 'dil', 'aşk', 'cân', 'gel', 'zülf', 'leb'])
('yaraş', ['seyr', 'eger', 'âlem', 'gör', 'bul', 'dîvân', 'suhan', 'sâkî', 'feyz', 'âb'])
('mûcib', ['gayret', 'mehd', 'reşk', 'dilim', 'zahm', 'gece', 'd', 'cümle', 'bâr', 'degildir'])
('ittihâd', ['emel', 'des', 'dervîş', 'beyzâ', 'peyk', 'mürüvvet', 'müzdâd', 'fazl', 'füsûn', 'peri'])
('dîrîne', ['şâyân', 'tahsîn', 'perver', 'efkâr', 'mükerrer', 'râhmetullâh', 'gûne', 'mehd', 'çîn', 'dûr'])
('murassa', ['edeş', 'beden', 'hafâ', 'üstâd', 'veled', 'ahd', 'kay', 'duâdır', 'sadâ-yı', 'sala'])
('bedel', ['zebân', 're’y', 'dâim', 'bûy', 'sâkî', 'değeri', 'geç', 'görü', 'gonce', 'deiil'])
('gussa', ['dırahşândır', 'karşı', 'ârâyiş', 'zulm', 'pervâz', 'vus’at', 'olıcak', 'ilâh', 'bî-pâyân', 'düzd'])
('mürûr', ['agyâr', 'sâh', 'aksi', 'vâl', 'destâr', 'fânûs', 'sad', 'bârî', 'cilve-gâh', 'şehd'])
('mâil', ['kadr', 'hâb', 'monlâ', 'perde', 'söz', 'bud', 'dildâr', 'eyleş', 'hân', 'göz'])
('nefesle', ['mâ-hasal', 'gaflet', 'perver', 'nisâr', 'zalâm', 'nizârımız', 'libâs', 'nâ-bûd', 'manâya', 'şîrîn'])
('ankâ', ['ruhsâr', 'sâl', 'kadr', 'vahdet', 'lâzım', 'rütbe', 'bud', 'şem’', 'tab’', 'subh'])
('kûy', ['şûh', 'perçem', 'reng', 'olduium', 'sohbet', 'âyîn', 'gamze', 'bahâr', 'bil', 'dâim'])
('derbân', ['noksân', 'libâs', 'mukâbil', 'halkala', 'âşûb', 'umman', 'vâr', 'berây', 'sîmâ', 'vaz'])
('çâr', ['ebrû', 'mevlevî', 'ş', 'koy', 'gark', 'nutk', 'hayf', 'âb', 'ban', 'nâz'])
('rükn', ['zühd', 'nefy', 'gûne', 'hazret-', 'şeref', 'hems', 'men', 'eylek', 'sanı', 'hemân'])
('evtâd', ['seyy', 'pür-hûn', 'adem', 'libâs', 'mâil', 'kaplam', 'atâ', 'hâsılı', 'gerd', 'heb'])
('tîre', ['âvâz', 'harîm', 'and', 'baht', 'pîr', 'câm', 'cân', 'gam', 'göz', 'vücûd'])
('nâzır', ['peri', 'mansûr', 'rif’at', 'ednâ', 'bas', 'men', 'ukde', 'kayd', 'kandîl', 'pür-nûr'])
('kâim', ['tûfân', 'va’d', 'gazel-', 'târîhini', 'nev-bahâr', 'sahbâ', 'mâye', 'fakr', 'kâm', 'iç'])
('berceste', ['ney', 'leb', 'etme', 'âb', 'rütbe', 'bak', 'berk', 'zülf', 'söz', 'san'])
('unut', ['hîç', 'allâh', 'bend', 'hayâ', 'tab’', 'kerem', 'kasr', 'gülşen', 'hançer', 'câm'])
('tavsîf', ['bâb', 'beste', 'tertîb', 'nefy', 'ol', 'matlab', 'takrîr', 'sakın', 'lâzım', 'mecnûn'])
('hulûs', ['mevlevîleriz', 'şîve', 'tanzîm', 'sîm', 'fevvâre', 'etdin', 'mihmân', 'dîg', 'kilk', 'imes'])
('îrâd', ['isti’dâd', 'sâlik', 'nevrûz', 'zalâm', 'selsebîl', 'gâhî', 'eylemekdir', 'âyînede', 'kudûm', 'cslâm'])
('ta’dâd', ['kulûb', 'sâhib', 'mûr', 'bend-', 'sanadır', 'minnet', 'üstâd', 'sadâ', 'hased', 'pür-âb'])
('ecdâd', ['zeyn', 'berâber', 'reg', 'yazı', 'nâr', '\x17erîf-', 'giyâh', 'bülend', 'ûd', 'perî'])
('bâh', ['şîre', 'tâir', 'tılsım', 'şûr', 'istihzâ', 'resm', 'kulun', 'sâh', 'hat-âver', 'manâ-yı'])
('hitâm', ['iştibâh', 'meknûn', 'tufân', 'şu’â', 'çeng', '-çerâidır', 'riyâ', 'mümkün', 'tegâfül', 'bâmdâd'])
('merkez', ['sat', 'şâhî', 'kap', 'âmâl', 'şeyh', 'def', 'mümkin', 'yohsa', 'şehd', 'rey'])
('hemçü', ['cemâl', 'hayâ', 'keşmîr', 'evsâf', 'almış', 'der-vasf', 'ömr', 'ebrû', 'çerâgân', 'nâr'])
('mukîm', ['dilim', 'bilz', 'uşşâk', 'edez', 'âsâr', 'vasf', 'yâkût', 'git', 'yâd', 'âl'])
('dervîşân', ['nîgîn', 'sutûr', 'kısmet', 'havâ', 'sebû', 'neng', 'mertebe', 'kara', 'neyleyim', 'ceres'])
('amîm', ['manâya', 'gizli', 'kır', 'aizı', 'mücedid', 'menzil', 'marifet', 'alır', 'hat-âver', 'kâm-yâb'])
('berîn', ['kâl', 'benzer', 'kâim', 'cünbîş', 'hidmet', 'pîş', 'memlû', 'âlemdedir', 'hıred', 'küstâhî'])
('veş', ['zebûn', 'yazâr', 'sendedir', 'nâle', 'mû', 'şikest', 'zümre', 'dâr', 'gark', 'gelş'])
('als', ['bud', 'es’ad', 'çîn', 'söz', 'zamân', 'ikbâl', 'gönül', 'şeh', 'ol', 'alır'])
('sülûk', ['dildâr', 'etfâl', 'bîgâne', 'ter', 'mecnûn', 'cünûn', 'mısrâ', 'cünbiş', 'gerdûn', 'tanbûr'])
('nâkıs', ['hoşnûd', 'gök', 'kem', 'merdûm', 'lâ', 'dûd', 'f-', 'binâ-yı', 'serd', 'giryân'])
('nîm', ['germ', 'leşker', 'dur', 'kudret', 'gülistân', 'nusret', 'tevfîk', 'kalem', 'encüm', 'zünnâr'])
('abd', ['sürûşândır', 'nisâr', 'yümn', 'şerâr', 'minber', 'kap', 'çâr-erkâna', 'mevcûd', 'destûr', 'ebkem'])
('hoşnûd', ['cây', 'vahdet', 're’y', 'kod', 'hayâ', 'sâl', 'çerâg', 'dîdâr', 'getir', 'fikr'])
('cezbe', ['jâle', 'insâf', 'mahv', 'mısra', 'ârız', 'yâhûd', 'duâ-yı', 'medd', 'dilim', 'saff'])
('zerd', ['mir’ât', 'zencîr', 'nutk', 'güft', 'nâle', 'âl', 'sor', 'cevher', 'seng', 'âh'])
('bârgâh', ['hüzn', 'izzet', 'masrûf', 'askeri', 'dünyâda', 'memlû', 'pür-şûru', 'kâmil', 'haydarı', 'kör'])
('iştibâh', ['cilâ', 'şâdî', 'riyâ', 'dikkat', 'resûlellâh', 'hoşnûd', 'nimet', 'a’zam', 'encâm', 'intisâb'])
('eshâb', ['makâm', 'rez', 'dürû', 'sengîn', 'elmâs', 'hemdem', 'ten', 'sad', 'gülbün', 'devri'])
('serây', ['müstecâb', 'ridâ', 'dükenmez', 'târîhler', 'micmer', 'clm', 'yolla', 'şâdân', 'bârût-hâneyi', 'pây-endâz'])
('gönder', ['kuş', 'nişâbûr', 'yagar', 'bâng', 'pür-melâl', 'levent', 'fî-sebîlillâh', 'kasîded', 'peder', 'şûr'])
('ihsan', ['sebük-ruhân', 'hitâb', 'cevâb', 'vahşet', 'nevâ-yı', 'murâd', 'zann', 'uyu', 'merhamet', 'ismet'])
('dünya', ['şâhî', 'geri', 'pür-envâr', 'hâle', 'neyzen', 'edeş', 'işve', 'rıdvânı', 'eglenmez', 'îsî'])
('atşân', ['sa’d', 'pâyân', 'değeriz', 'der-s', 'cünbîş', 'minkâr', 'olmayasın', 'âyine', 'alur', 'meh-veş'])
('vâlide', ['mehtâb', 'zâhir', 'bak', 'âsâr', 'sebz', 'şu’le', 'nûr', 'âlem', 'düş', 'hîç'])
('tâc', ['baş', 'nusret', 'vasf', 'rûşen', 'kilk', 'sebz', 'vahdet', 'görü', 'hayret', 'mevc'])
('ismet', ['şîşe', 'ye’s', 'bun', 'berk', 'desem', 'cûş', 'gece', 'mecnûn', 'matbah', 'hazret-'])
('celb', ['manâ-yı', 'kurbân', 'bîdâd', 'âbâd', 'nişân', 'tîre', 'kenâr', 'fettân', 'târz', 'devri'])
('can', ['ahbâb', 'üstün', 'dimâg', 'tezerv', 'mahv', 'hayrân', 'girye', 'mücedid', 'zâhid', 'rişte'])
('kâlıb', ['elfâz', 'harem', 'emr', 'farz', 'çıkar', 'yûsuf', 'şevk', 'cûy', 'âdem', 'derle'])
('uydu', ['gümân', 'seped', 'hâbîde', 'meyve', 'rahşân', 'mak', 'hüviyyet', 'ittisâl', 'mevfûr', 'dilâna'])
('döner', ['değeriş', 'kays', 'bahâr', 'vahdet', 'dîde', 'lâzım', 'rûşen', 'sûret', 'gülşen', 'hâl'])
('kulûb', ['haber', 'dehşet', 'manî', 'etsem', 'ferâi', 'monlâ-yı', 'vasl', 'neş’e', 'nâhudâ', 'mis'])
('bez', ['bend', 'gûyâ', 'hayâl', 'la’l', 'lutf', 'nâz', 'san', 'ver', 'vuslat', 'şâh'])
('bûm', ['ten', 'îsâr', 'dürc', 'cilve-gâh', 'saff', 'etmede', 'intihâ', 'bakı', 'nâçâr', 'sahn'])
('gedâ', ['burc', 'eyleyen', 'envâr', 'tertîb', 'sor', 'gark', 'd', 'murg', 'hems', 'zîr'])
('dervîş', ['cevher', 'cünûn', 'mâye', 'hayr', 'münevver', 'gâh', 'pür-nûr', 'kes', 'gülgûn', 'hems'])
('seyrân', ['jengâr', 'gûyiyâ', 'pîr-', 'a’lâ', 'heh', 'vâlide', 'etmişler', 'kays', 'ümîd', 'hehr'])
('hücre', ['şâyân', 'ıztırâb', 'mükerrer', 'rebâb', 'getş', 'iftihâr', 'dâd', 'sahbâ', 'kanı', 'alî'])
('mukâbil', ['bârî', 'bir', 'âdet', 'hecr', 'jâle', 'şems', 'feryâd', 'zâr', 'sâl', 'sahbâ-yı'])
('sulh', ['çeker', 're’y', 'eş’âr', 'cefâ', 'muhammedsin', 'karz', 'âfâk', 'rişte', 'sanı', 'sâkî'])
('şerbet', ['bâd', 'cünûn', 'hâb', 'per', 'sevâd', 'mâhtâb', 'rişte', 'geh', 'dildâr', 'eyleş'])
('gündüzün', ['takvîm', 'debistân', 'yelken', 'zümrrüdle', 'etmesin', 'gamzeye', 'doldur', 'hûnâbe', 'pend', 'haber'])
('garb', ['olunca', 'pîr-', 'letâfet', 'hâs', 'âyîneden', 'cünûn', 'ko', 'hecr', 'jâle', 'nev-bâhârımız'])
('teveccüh', ['ra’nâ', 'takrîr', 'kalbimdir', 'kudret', 'yâhûd', 'üstâd', 'çeki', 'derûn', 'dîvâr', 'giryân'])
('şimdilik', ['kulûb', 'rusül', 'nisâr', 'nücûmun', 'müdâm', 'da’vâya', 'müstecâb', 'kıyâm', 'değeriz', 'kışla'])
('güfte', ['imişsin', 'zen', 'mücedid', 'sad-pâre', 'eyleyemem', 'temâşâ', 'merhem', 'kandîl', 'bî-harârâtihî', 'mahal'])
('riyâ', ['tıfl', 'cûd', 'âfâk', 'gön', 'dur', 'irfân', 'devrân', 'ülfet', 'elde', 'siyeh'])
('tadâd', ['eflâk', 'tercî-', 'nukûş', 'mihnet', 'rükn', 'azamet', 'ceng', 'deiildir', 'felâtûn', 'uyup'])
('serîr', ['bî', 'ayş', 'esbak', 'ârzû', 'dervîş', 'hıfz', 'na’t', 'tanzîm', 'sa’âdetle', 'işve'])
('avn', ['kâşif', 'pey-ender-pey', 'müjgânı', 'tegâfülden', 'nevbet', 'kâf', 'kaplam', 'mübârek', 'der-vasf', 'şeyh'])
('itmâm', ['eriş', 'bîgâne', 'hız', 'âr', 'gösteri', 'rindân', 'hüseyn', 'şân', 'şükr', 'adli'])
('matla', ['edez', 'ruh', 'b', 'man', 'zahm', 'siyâh', 'ayn', 'perîşân', 'efend', 'göz'])
('hicrân', ['dil', 'çeşm', 'zülf', 'gül', 'âşık', 'leb', 'nûr', 'gâlib', 'hazret', 'aşk'])
('kayd', ['târ', 'hasret', 'zülf', 'gâlib', 'mihr', 'seyr', 'çarh', 'dî', 'tâze', 'ayn'])
('âbdâr', ['hasîr', 'mihrâb', 'nevâ-yı', 'sahba', 'tûfân', 'insâf', 'milk', 'etfâl', 'nâhudâ', 'dede'])
('taksîm', ['yâsemen', 'muntazır', 'du’âyı', 'hâlet', 'gevher-pâş', 'mekân', 'pul', 'gussa', 'cû', 'magrûr'])
('pest', ['heybet', 'âl', 'gûş', 'zencîr', 'niçe', 'figân', 'meslûl', 'ârâm', 'bülbül', 'küşâd'])
('efsürde', ['benefşe', 'istez', 'hayâlât', 'ka’beye', 'elmâsa', 'mahbûb', 'dürc', 'zalâm', 'öklidîsi', 'lem-yezel'])
('sınıf', ['uyur', 'pâdişehdir', 'kıble', 'tutalım', 'lâciverd', 'yezdânî', 'yemîn', 'şu’leye', 'sâlûs', 'dava'])
('cünd', ['efzûn', 'neyleyim', 'küşâd', 'etmege', 'hû', 'çıkar', 'eyyâm', 'begim', 'ş', 'kulkul'])
('çevir', ['peyvestedir', 'ber-dûş', 'berbâd', 'ekvân', '\x17ehîd', 'insân', 'mükerrer', 'ibn', 'müntehâ-yı', 'sedd'])
('salâh', ['atâ-yı', 'debdebe', 'gedâ-yı', 'tûr', 'r-', 'misl', 'yıkı', 'imkân', 'teh', 'hezerân'])
('ebed', ['hâyeste', 'esmâ', 'destâr', 'tama’', 'râb', 'semender', 'germ', 'lisân', 'kamer', 'âyet'])
('söylem', ['latîf', 'seyyâre', 'koy', 'cûy', 'dûzah', 'k', 'dâm', 'zûr', 'olunca', 'kârbân'])
('uyar', ['sula', 'ehemm', 'kandil', 'dil-cû', 'rü’yet', 'sine', 'mahsûl', 'beste-dil', 'ucu', 'tebâh'])
('alay', ['hezârân', 'garaz', 'esbâb', 'sirişk', 'etmek', 'âsâr', 'mesîh', 'uyup', 'ahmed', 'bîmâr'])
('pesend', ['sadr', 'helâk', 'sûr', 'jâle', 'târîh-', 'hudâvend', 'huld', 'kâmet', 'mihrâb', 'söylen'])
('îkâ', ['fâş', 'meserret', 'mûr', 'sahbâ-yı', 'hecr', 'küstâhî', 'efgân', 'şeker-rîz', 'degilse', 'hal'])
('dayan', ['inkâr', 'etrâf', 'burc', 'yak', 'saff', 'esîr', 'hümâyûn', 'pür', 'kat', 'hız'])
('mûr', ['sebz', 'sohbet', 'geçe', 'dâmen', 'nâm', 'naza', 'mehd', 'arş', 'cism', 'gün'])
('dog', ['lîk', 'biziz', 'nakl', 'fakr', 'sıhhat', 'şâhid', 'taht', 'bez', 'şükr', 'hemîşe'])
('tol', ['zîr', 'şu’le', 'îmân', 'baht', 'âh', 'cilve', 'rûh', 'kâr', 'and', 'bülbül'])
('hâdî', ['zebân', 'ârif', 'matlab', 'revzen', 'tîre', 'neş’e', 'anla', 'meşreb', 'pür', 'efendi'])
('veri', ['şefâat', 'vakf', 'benze', 'dükeldir', 'fitneye', 'nef’', 'savt', 'ok', 'chyâ', 'zehrâb'])
('âvâze', ['ârif', 'şekvâ', 'tecdîd', 'sebeb', 'dendân', 'sîrâb', 'hatâ', 'nâ', 'zulmet', 'kâm'])
('tekbîr', ['kays', 'şems', 'duâ-yı', 'kan', 'şeyh', 'abes', 'edâ-yı', 'enfâs', 'mesnevî', 'nahl'])
('muharrem', ['kâgıd', 'mübârek', 'latîf', 'arşa', 'naime', 'galat', 'sarf', 'şem', 'tol', 'saltanat'])
('nevi', ['taş', 'peşîmân', 'imes', 'renc', 'târîhini', 'pençe', 'ârif', 'kâtil', 'kafes', 'dikkat'])
('bâdî', ['edicek', 'mihrâb', 'nâle', 'nevâ-yı', 'sîm', 'serâser', 'uymuşum', 'tâb’', 'almış', 'el-hak'])
('edvâr', ['als', 'tecerrüd', 'zünnâr', 'beste', 'beyâz', 'bülend', 'mûy', 'fevt', 'müsellem', 'ûd'])
('sürûd', ['şiken', 'seyyid', 'kûçe', 'olunca', 'galat', 'zulmet', 'bî-hûde', 'âyîneden', 'gınâ', 'havâ'])
('celîl', ['zühd', 'zümre', 'dâmân', 'degildir', 'bes', 'devri', 'süleymân', 'kudd', 'hakîkat', 'kâfûr'])
('bârû', ['sâz', 'sâh', 'efsâne', 'dâmân', 'pesend', 'has', 'edâ-yı', 'kâf', 'âhir', 'taht'])
('hâlis', ['mâ', 'nesîm', 'hakk', 'nutk', 'lâzım', 'dehr', 'sâl', 'mevlâ', 'reşk', 'şu’le'])
('savlet', ['eyleyeli', 'âzâd', 'ayak', 'eş’âr', 'kef', 'teng', 'kâlâ-yı', 'kem', 'tahsîn', 'ziyân'])
('tâlib', ['yanî', 'nakş', 'devr', 'dilim', 'eylem', 'gürûh', 'eser', 'hûn', 'zâhid', 'tasvîr'])
('gurûr', ['cism', 'bâg', 'yâhûd', 'ömr', 'pertev', 'tâk', 'semâ', 'bâl', 'dilim', 'gonce'])
('ihrâm', ['ednâ', 'zamândır', 'iltifat', 'sükûn', 'cemi', 'kandîl', 'ekvân', 'bünyâd', 'habâb', 'be-gâh'])
('ard', ['sâk', 'cihan', 'mahdûmu', 'düşün', 'ferve', 'sevr', 'bikr', 'hebnem', 'rahmet', 'rasad'])
('bâdâm', ['merd', 'havf', 'bâr', 'seng', 'eylemişlerdir', 'âdem', 'envâ', 'nakd', 'geç', 'almış'])
('iştiyâk', ['ta’mîr', 'tahsîn', 'meşk', 'nefîs-', 'bütân', 'zannet', 'sem', 'nev-târh', 'küşâyiş', 'edinceye'])
('ikrâm', ['bir', 'aldı', 'zîr', 'zehr', 'şu’le', 'eşk', 'çemen', 'hayâl', 'degildir', 'devrân'])
('avân', ['hınâ', 'mâr', 'nâ-mevcûd', 'güftâr', 'mücerred', 'ketm', 'tezk', 'selâmet', 'imsâk', 'mıyım'])
('ferâh', ['nevrûz', 'muhammed', 'kaht', 'germî', 'zafer', 'hemgâme', 'rem', 'bâh', 'adâsı', 'vâ’iz'])
('levent', ['giremez', 'yyetü\x17-\x17ân', 'gönder', 'yagar', 'nîk-ahlâk', 'pehlevân', 'mevlevînin', 'rusül', 'şûr', 'vâkıf'])
('efkâr', ['açı', 'seng', 'gûş', 'dîde', 'esrâr', 'nutk', 'meger', 'çık', 'gürûh', 'âl'])
('itibâr', ['hûn', 'seng', 'rûşen', 'dâne', 'gûyâ', 'and', 'hicrân', 'nûş', 'bülbül', 'ayn'])
('dik', ['bîdâd', 'küfr', 'hayrân', 'halk', 'mücedid', 'demş', 'bend-', 'ayb', 'saf', 'merâm'])
('ayak', ['yol', 'kerem', 'hâzret', 'anı', 'efendi', 'hazret', 'kâh', 'selîm', 'naza', 'siyeh'])
('çîn', ['âteş', 'hâl', 'etme', 'han', 'gör', 'nigâh', 'sîne', 'felek', 'gönül', 'aşk'])
('vur', ['ûd', 'esâs', 'ckrârımıza', 'haste', 'dâd', 'şikest', 'âyîneden', 'güftâr', '’n', 'râm'])
('arşa', ['çeker', 'keşf', 'nâm', 'dîde', 'es’ad', 'gonce', 'akl', 'yer', 'kadr', 'tamâm'])
('mâder', ['tenezzül', 'redd', 'henûz', 'medh', 'beste', 'kebûd', 'mâ-hasal', 'mû-be-mû', 'eyvân', 'tab'])
('menba', ['-', 'temâşâ', 'tenhâ', 'halel', 'sûd', 'yaraş', 'nahl', 'mazhar', 'gece', 'mir’ât'])
('hûd', ['efgân', 'diriiâ', 'târh', 'emân', 'kod', 'âdet', 'giyş', '\x17âh', 'vâdî', 'sala'])
('ayni', ['deiildir', 'al', 'dîdâr', 'hu’le', 'rişte', 'hecr', 'seng', 'zemîn', 'cefâ', 'alâ'])
('kana', ['râz', 'ş', 'hân', 'hîç', 'pervâne', 'deiil', 'şûh', 'behişt', 'vasf', 'cevr'])
('kefçe', ['halvet', 'ah', 'tahkîka', 'râm', 'yetş', 'bî-hadd', 'manâyı', 'sâh', 'âhûya', 'bedîd'])
('peydâ', ['semâ', 'geçe', 'cenâb', 'cünûn', 'âvâz', 'emr', 'cemâl', 'şem’', 'siyeh', 'kadr'])
('gufrân', ['maksad', 'züleyhâ-yı', 'râhmet', 'kubbe', 'ka’b', 'ecel', 'envâ', 'dest-res', 'ad', 'ta’mîr'])
('mecmû’', ['cşte', 'kusûr', 'şâhenşâh', 'kaplam', 'inâyet', 'manevî', 'dök', 'füsûn', 'cefâ', 'hevâ-yı'])
('taâm', ['mevzû', 'edince', 'işret', 'çerâgân', 'halk', 'fenâ', 'anber', 'mahsûs', 'sâf', 'deme'])
('intisâb', ['eylemişlerdir', 'sıdk', 'nakş', 'almış', 'hîç', 'cemâl', 'zahm', 'bilz', 'uşşâk', 'saltanat'])
('levend', ['cncîl', 'hatm', 'girân', 'hâhş', 'mînâ', 'pür-nûr', 'etmese', 'anla', 'hû', 'giy'])
('peygamber', ['tarîkat-', 'kalıb', 'seyreyle', 'emn', 'olmâzdı', 'havâs', 'davâ', 'zül-celâl', 'ailadım', 'melâl'])
('mücessem', ['mestâne', 'mir’ât', 'recâ', 'âdem', 'degildir', 'es’ad', 'sahbâ-yı', 'akl', 'gazel', 'hayrân'])
('aded', ['birer', 'ceyb', 'himem', 'tâli’', 'dünyâ-yı', '\x17eyh', 'okur', 'hâmûş', 'sadâ', 'sedd'])
('akar', ['encâm', 'eylemişlerdir', 'agyâr', 'bes', 'oldugun', 'gelş', 'rûze', 'süleymân', 'berg', 'olmaya'])
('sula', ['rey', 'hod-be-hod', 'elem', 'hırka', 'makâm', 'ebrû-yı', 'tîre', 'müdâm', 'nes', 'yümn'])
('giryân', ['ümmîd', 'dî', 'ney', 'bil', 'bâl', 'gamze', 'reng', 'değeri', 'ömr', 'felek'])
('alın', ['beste', 'âyet', 'mei', 'cümle', 'seher', 'hakîkat', 'târem', 'kitâb', 'baş', 'siyâh'])
('demek', ['nol', 'şevk', 'perde', 'derûn', 'vuslat', 'mazhar', 'baş', 'havf', 'ilâhî', 'erbâb'])
('hâcet', ['gürûh', 'etdin', 'bülbül', 'esrâr', 'reng', 'visâl', 'âdem', 'nâb', 'mıdır', 'gûyâ'])
('istihzâ', ['düzd', 'isbât', 'manâ-yı', 'hıred', 'şûr', 'düz', 'mukîm', 'tarf', 'fânî', 'sahbâ-yı'])
('kumaş', ['izzet', 'âdâb', 'cam', 'edecekleri', 'talîm', 'aiyâra', 'kâhramân', 'seninçündür', 'tutu', 'çeh'])
('hâhiş', ['feth', 'efgân', 'olamaz', 'kerîm', 'bâb', 'dâmen', 'mâye', 'visâl', 'resm', 'mazmûn'])
('hayretle', ['fakr', 'evc', 'lafz', 'medâr', 'gelz', 'men', 'es’ad', 'olduiu', 'heh', '\x17erîf-'])
('keff', ['ahter', 'fevc', 'nahl', 'elfâz', 'süleymân', 'nâza', 'güher', 'şâhid', 'lâzım', 'çekş'])
('olay', ['peymâne', 'nol', 'gonce', 'h', 'çıkar', 'rûy', 'edez', 'almış', 'tâk', 'küfr'])
('lâne', ['şeref', 'hûn', 'allâh', 'eşk', 'şu’le', 'sâkî', 'ned', 'zât', 'leb', 'beyt'])
('evrâd', ['midhat', 'takvâ', 'hâtem', 'tedbîr', 'ikrâr', 'dest-res', 'cilvegâh', 'pürntizâr', 'görz', 'nîm'])
('masraf', ['ârız', 'anla', 'çü', 'mercân', 'hurşîde', 'celâl', 'bütân', 'bâd', 'duâ-yı', 'sirişk'])
('hârî', ['duâ', 'dizş', 'şehr', 'şeydâ', 'alîm', 'davâ-yı', 'ma’nî', 'akla', '\x17er', 'meryem'])
('mazûr', ['ferâmuş', 'minkâr', 'tezerv', 'peyâm', 'ferâgat', 'na’t', 'fânûs', 'sol', 'sîmurg', 'kur'])
('hayme', ['pîç', 'kalem', 'esîr', 'yeter', 'gehî', 'huld', 'alıp', 'ned', 'gayret', 'târîh-'])
('pîşgâh', ['mevlânâ’da', 'olsak', 'sikle', 'pîr-', 'niyyet', 'esbâb', 'tehî', 'köhne', 'esâs', 'evreng'])
('çakı', ['tarîkat', 'firâk', 'gelş', 'meydân', 'şem', 'gözet', 'kûşe', 'bırak', 'nevbet', 'cüdâ'])
('bihter', ['nisyân', 'ucu', 'tâir', 'neşe', 'rest', 'ta’n', 'acı', 'muhammedsin', 'allâh’a', 'mü\x17ârun'])
('siyeh', ['hazret', 'gel', 'hâl', 'ver', 'gâlib', 'mihr', 'ban', 'zülf', 'gam', 'feyz'])
('zübde', ['nây', 'nol', 'hümâ', 'feth', 'bahr', 'ayn', 'olduium', 'eşk', 'bâr', 'hâk'])
('âyine', ['seher', 'cûd', 'nergis', 'han', 'harîm', 'gerdûn', 'çîn', 'sâye', 'vücûd', 'ülfet'])
('emvâc', ['çekme', 'rû-pûş', 'hu’le', 'bîmâr', 'tahmîs-', 'an', '\x17erîf-', 'eier', 'muhammedsin', 'zâlim'])
('nisâ', ['esîr', 'gez', 'mesned', 'rîze', 'sahbâ', 'sakın', 'bûs', 'peyrev', 'kan', 'bûy'])
('müşerref', ['der-s', 'hudâ-yı', 'alup', 'âsitân', 'târâvet', 'edeb', 'darb', 'sâlis', 'monlâya', 'meşrik'])
('bû', ['zencîr', 'serâser', 'köhne', 'manî', 'güft', 'dur', 'nev-bahâr', 'sünbül', 'nihân', 'gark'])
('nazîr', ['yıl', 'uyanık', 'serdâr', 'fikreyle', 'iltifâtını', 'tekâsül', 'tiryâk', 'sevr', 'harc', 'mısrâ’'])
('âteşîn', ['cennet', 'rûzgâr', 'degildir', 'monlâ', 'şeh', 'şân', 'perîşân', 'd', 'mülk', 'kuvvet'])
('nigîn', ['alma', 'selef', 'k', 'eyled', 'bast', 'dense', 'lâ-cerem', 'nefh', 'mînâya', 'çârüm'])
('hışt', ['müstaid', 'heker', 'süllem', 'sıfât', 'ahter', 'yâdigâr', 'olmayam', 'rind', 'als', 'sadâ'])
('sandûk', ['kaplam', 'tarîk', 'kâşâne', 'terâne', 'pîş', 'olduiun', 'külâhîler', 'gülgûn', 'letâfet', 'elde'])
('mevzû', ['merd', 'şîr', 'hâme', 'mülk', 'beyt', 'mânend', 'yap', 'envâr', 'eriş', 'manî'])
('tanzîr', ['hây', 'hâmil', 'sarf', 'jâle', 'cedvel', 'saff', 'haz', 'na’t', 'tevfîkine', 'dilin'])
('i’zâz', ['mezâmîn', 'takdîr', 'menzil', 'okur', 'jâle', 'hüseyn', 'zünnâr', 'azîzim', 'münîri', 'beyâz'])
('emîn', ['yümn', 'nûş', 'işve', 'müşkil', 'dünyâya', 'teşne', 'koy', 'râb', 'kalb', 'garaz'])
('nâzenin', ['hâne', 'rabb', 'dense', 'inan', 'ayâ', 'tâli', 'bulan', 'rem', 'pesend', 'hurrem'])
('hasa', ['leşker', 'heb', 'arz', 'rûşen', 'la’l', 'monlâ', 'kâkül', 'îmân', 'kemâl', 'irfân'])
('velâdet', ['insâf', 'elfâz', 'kenâr', 'medd', 'feryâd', 'firkat', 'kânûn', 'sünbüle', 'eylez', 'halvet'])
('müselsel', ['nümûne', 'eylemişken', 'suhan-gû', 'âteş-zen', 'pervâzı', 'tehniyet', 'meftûn', 'cân-bahşın', 'hûn-rîzin', 'küll'])
('biri', ['şîre', 'ferâgat', 'mahalli', 'makam', 'tedbir', 'csmâil', 'bîzâr', 'hâhişger', 'acı', 'sevk'])
('meşhûn', ['vaz', 'âfiyet', 'bî-bedel', 'demle', 'erke', 'geçş', 'enfâs', 'ilm', 'tabu', 'irşâd'])
('kesi', ['sohbet', 'nâb', 'hikmet', 'zerre', 'akl', 'tıfl', 'hayrân', 'zamân', 'seyr', 'sâkî'])
('ferah', ['re’y', 'sâf', 'cânân', 'îmân', 'esrâr', 'gösteri', 'hemîşe', 'devrân', 'safâ-yı', 'eylem'])
('bîrûn', ['bühtân', 'köhne', 'minnet', 'dehân', 'dâi', 'nihâl', 'dilber', 'ceyb', 'mînâ', 'ikbâl'])
('deşt', ['sâgar', 'humâr', 'cennet', 'nefes', 'mest', 'rûz', 'devlet', 'gevher', 'devr', 'kâr'])
