('cûş', ['gülzâr', 'safâ-yı', 'dil-ber', 'sûret', 'dîvâne', 'yol', 'geç', 'şehr', 'sahn', 'gûyâ'])
('gözle', ['zülf', 'kıl', 'bâkî', 'çeker', 'nihâl', 'serv', 'kal', 'cân', 'gül', 'dil'])
('göze', ['şûh', 'bâd', 'meger', 'kıl', 'gonca', 'bâg', 'çemen', 'dil', 'kûy', 'baş'])
('hâlî', ['pîr', 'subh', 'mihnet', 'ter', 'riyâ', 'sîne', 'dîde', 'gün', 'eger', 'naza'])
('alındı', ['bünyâd', 'hamrâ', 'na’re', 'mübtelâ-yı', 'aka', 'itmekdür', 'zebûn', 'eş’âr', 'hâme', 'gelş'])
('mevsim', ['dûd', 'kanla', 'nûş', 'elinden', 'gedâ', 'gevher', 'gâh', 'söz', 'mecnûn', 'gül-gûn'])
('kaşı', ['dehr', 'meclis', 'dah', 'tur', 'gün', 'mey', 'dil', 'yol', 'gamze', 'yâr'])
('tâlib', ['sal', 'elde', 'çek', 'lâl', 'dün', 'eşk', 'san', 'şâh', 'kadd', 'açı'])
('billûr', ['hezârân', 'virür', 'zevk', 'idrâk', 'dimi', '‘aks', 'deger', 'dile', 'cânân', 'yir'])
('yaklaş', ['kişi', 'dî', 'perîşân', 'hezâr', 'ucından', 'nakd', 'kand', 'servi', 'kaşı', 'ârzû'])
('ahmer', ['ney', 'yârân', 'yat', 'râh', 'fenâ', 'reh', 'ayagı', 'kaş', 'hâr', 'beñzer'])
('besle', ['gül-’izâr', 'açuk', '‘aşkına', 'âzâd', 'nizâ', 'komaz', 'vakt', 'dürc', 'bes', 'şâne'])
('bayram', ['kesb', 'fazl', 'sîneye', 'la’', 'cem’', 'mülki', 'ser-fürû', '‘azm', 'hatâ', 'sev'])
('açma', ['çerâg', 'nihân', 'subh', 'kad', 'dün', 'cevr', 'âl', 'nahl', 'gülzâr', 'kaç'])
('âşüfte', ['nigâr', 'nergis', 'şem’', 'sultân', 'katre', 'çeng', 'hüsnü', 'bil', 'hâk', 'katı'])
('elle', ['oku', 'mümkin', 'cân-bahş', 'lîk', 'kadîm', 'ziyân', 'agyârı', 'sâ’id', 'mugân', 'seyl-âb'])
('yarala', ['lü’lû', 'fırâkuñ', 'bahar', 'belî', 'asıl', 'hamrâ', '‘uşşâkı', 'iklîm', 'mâ', 'mâni’'])
('evbâş', ['müşg', 'cilve', 'gammâz', 'kanlu', 'esîr', 'gehî', 'nâfe', 'sahbâ', 'ayagı', 'mânend'])
('güldür', ['hûn', 'bahâr', 'erbâb', 'cism', 'açı', 'salı', 'yaş', 'ş', 'himmet', 'hân'])
('del', ['bâd', 'nihâl', 'kenâr', 'tâb', 'zencîr', 'iste', 'meclis', 'bâkî', 'kal', 'tâc'])
('ince', ['ârâm', 'saf', 'git', 'hûr', 'vuslat', 'gâyet', 'sa’âdet', 'yanında', '‘âleme', 'yiridür'])
('kebûd', ['cinân', 'suhan', 'gelz', 'gavgâ', 'sûfî', 'müşgîni', 'i̇tdi', 'ham', 'gez', 'sünbül'])
('kara', ['lutf', 'gam', '‘aceb', 'hat', 'hüsn', 'dah', 'gül', 'gel', 'üzre', '‘aşk'])
('hakîr', ['teng', 'a’lâ', 'agyâr', 'düz', 'halka', 'giceler', 'meykede', 'ney', '‘uşşâk', 'nem'])
('nişâne', ['güher', 'şu’le', 'cefâ', 'nahl', 'cevr', 'nigâr', 'pîr', 'çeker', '‘aceb', 'sultân'])
('belî', ['semend', 'müşgîn', 'mevc', 'tâk', 'gûyiyâ', 'yaka', 'çeşme', 'rengîn', 'ser-â-pâ', 'seyl'])
('vîrâne', ['göricek', 'dil-rübâ', 'rû', 'bârî', 'ebrû', 'nev', 'değerik', '‘âkıbet', '‘âlemde', 'çihre'])
('âyine', ['murâd', 'rengîn', 'mürg', 'kan', 'semt', 'cefâ', 'dest', 'kûy', 'değeri', 'dil-ber'])
('merd', ['iç', 'şevk', 'felek', 'leb', 'nihâl', 'gamze', 'la’l', 'mihr', 'hâk', 'cihân'])
('teb', ['nahl', 'meydân', 'dök', 'geçe', 'râh', 'bâ’is', 'şeh', '‘aşkuñ', 'âyîn', 'gûyâ'])
('sükûn', ['cûy', 'sünbül', 'bahâr', 'şehr', 'gök', 'zâr', 'süre', 'elde', 'açı', 'tâc'])
('ihtiyâr', ['âfitâb', 'zerd', 'lâl', 'eger', 'göñül', 'hecr', 'düş', 'gül', '‘aşkuñ', 'üzre'])
('meşreb', ['şekl', 'gözle', '‘âlemi', 'dûr', 'değeriz', 'geh', 'vücûd', 'hilâl', 'şeydâ', 'üftâde'])
('zâhid', ['gam', 'âh', 'câm', 'bil', 'bâkî', 'yâr', 'baş', 'gel', 'sîne', 'bul'])
('hâkister', ['lü’lû-yı', 'rind', 'üftâde', 'bit', 'rindân', 'feryâd', 'pervâne', 'sâkıyâ', 'çeki', 'taht'])
('rakîb', ['dil', 'hâk', 'gül', 'bak', 'la’l', 'göz', 'gam', 'cihân', 'safâ', 'kıl'])
('sûz', ['jâle', 'şemşîr', 'katı', 'salı', 'ten', 'değeri', 'hemân', 'eşk', 'zer', 'revân'])
('kay', ['selîm', 'tâli’', 'bilş', 'ideli', 'zer-nigâr', 'del', 'ceng', 'levh', 'siyâh', 'yârân'])
('ahşa', ['vîrâne', 'sahbâyı', 'ümîd', 'sıhhat', 'hisâb', 'sikender', 'demidür', 'enfâs', 'ziyâdan', 'perde'])
('savt', ['söz', 'çemen', 'değeri', 'nigâr', 'eger', 'diyü', 'pâk', 'âb', 'mihr', 'bil'])
('düşnâm', ['neng', 'ana', '‘aklı', 'şafak', 'cefâ-yı', '‘uşşâkı', 'muhît', 'lâle-reng', 'sûz', 'bit'])
('ferdâ', ['sarmaş', 'hezârân', 'görü', 'dendân', 'katre', 'eyyâm', 'olmayıcak', 'sakla', 'gûş', 'gülgûn'])
('bat', ['tasvîr', 'geçz', 'hâs', '‘izâr', 'mer', 'kâ’inât', 'şîr', 'bedr', 'dervîş', 'lahza'])
('deyr', ['geh', 'rûşen', 'mıdur', '‘âlemi', 'sal', 'kâmet', 'gülzâr', 'miyân', 'hecr', 'şâh'])
('sevk', ['safâ-yı', 'tol', 'zevk', 'hîç', 'terk', 'şehr', 'dest', 'mihnet', 'eflâk', 'bak'])
('fend', ['olay', 'sür', 'bâkîye', 'gulgul', 'sa’y', 'pençe', 'bir', 'günde', 'âfet', 'miskîn'])
('tehî', ['müşg', 'râz', 'kemân', 'hevâ-yı', 'ayagı', 'mîve', 'tab’', 'değeriş', 'sûret', 'nigâr'])
('çöz', ['hazân', 'şâne', 'âteşîn', 'bit', 'âvâze', 'gûyiyâ', 'i̇rdi', 'sadef', 'ârzû', 'habâb'])
('yâkût', ['hâr', 'ned', 'gülşen', 'dah', 'tîg', 'katı', 'nihâl', 'mürg', 'bahâr', 'subh'])
('fülfül', ['süfre', '‘abes', 'der-miyân', 'zindân', 'reg', 'aksa', 'yâbâna', 'işit', 'sîm-ten', 'abdâluñ'])
('kâfile', ['kevn', 'ille', 'müşgîn', '‘îd', 'düz', 'dûd', 'diş', 'pend', 'al', 'kadr'])
('yara', ['kâmet', 'yol', 'bâg', 'felek', 'mâh', 'sâgar', 'dil', 'açı', 'göñül', 'leb'])
('nes', ['degdi', '‘amel', 'sil', 'zulmet', 'olacagı', 'beste', 'şeyh', 'zühd', 'çekdügüm', 'pâ-mâl'])
('inan', ['göñülde', 'bûstân', 'bî-çâre', 'gül-şende', 'bî-sabr', 'ögrenür', 'öñinde', 'agyâra', '‘ayşa', 'a’dâ'])
('engûr', ['güneş', 'teng', 'açdum', 'dil-rübâ', 'iklîm', 'sırr', 'gül-gûn', 'götür', 'beñzetdüm', 'mülki'])
('âsân', ['hâsılı', '‘âlemden', 'haste', 'ra’nâ', 'hazret', '‘îd', 'firâvân', 'katre', 'halk', 'kalb'])
('ferâmûş', ['melâhatde', 'olam', 'i̇düp', 'mücerred', 'akup', 'şükr', 'ma’delet', 'kurb', 'eglence', 'melek'])
('ölü', ['revâ', 'dem', 'râz', 'zâhir', 'kamer', 'çerâg', 'hatt', 'ikbâl', 'ele', 'ten'])
('kadeh', ['bülbül', 'bahâr', 'bâkî', 'bezm', 'vasl', 'âh', 'leb', 'tur', '‘âşık', 'la’l'])
('hû', ['dâ’im', 'reng', 'edâ', 'gâyet', 'tol', 'bit', 'saf', 'hûb', 'berg', 'na’l'])
('şerh', ['yogsa', 'gerd', 'nisbet', 'âvâze', 'cilâ', 'merd', 'nişân', 'peri', 'fenâ', 'cevr'])
('bâk', ['yig', 'geşt', 'yat', 'per', 'nây', 'hevâ-yı', 'sahbâ', 'tañ', 'çeng', 'sanem'])
('dırâz', ['çâk', 'diyü', 'lâl', 'hâl', 'göster', 'mey', 'katı', 'vücûd', 'beñzer', 'sûret'])
('hadîs', ['ken', 'gaflet', 'peydâ', 'gez', 'âfitâb', '‘uşşâka', 'tâc', 'çıkar', 'şeydâ', 'hadd'])
('koma', ['bak', 'zemîn', 'hurrem', 'hemân', 'beñzer', 'nesîm', 'belâ', 'tur', 'hüsn', '‘aceb'])
('zühhâd', ['riştesin', 'zümürrüd', 'kızar', 'odı', 'eyleyicek', 'sa’y', 'içelüm', 'büt', 'dîdâr', 'özge'])
('gammâz', ['rakîb', 'kaç', 'çık', 'fark', 'hemân', 'iç', 'sal', 'vasf', 'dâg', 'felek'])
('atıl', ['ban', 'bâkîye', 'nesîm', 'dâgum', 'nâr', 'giryân', 'hevâ', 'terk', 'subh', 'ihsân'])
('sark', ['riyâ', 'bisât', 'döner', 'merd', 'kaş', 'âl', 'dit', '‘âleme', 'genc', 'ele'])
('kullâb', ['hûr', 'rûh', 'kadr', 'elde', '‘âşıka', 'meger', 'yit', 'gedâ', 'râz', 'bâkîyi'])
('tesbîh', ['fânî', 'suhan', 'hâme', 'bük', '‘işret', 'âşüfte', 'dûd', 'fürkatde', 'dünyâyı', 'âbdâr'])
('tezerv', ['ayagı', 'koy', 'rûy', 'nihân', 'sun', 'bûs', 'resm', 'şi’r', 'jâle', 'hâsılı'])
('cürm', ['kûh-ken', 'denî', 'girîbân', 'diş', 'lâyık', 'safha', 'kabak', 'gül-reng', 'art', '‘uşşâkı'])
('derdmend', ['mıdur', 'sevdâ', 'kalb', 'bun', 'tab’', 'visâl', 'dâ’im', 'yaka', 'hvâb', 'katre'])
('meftûn', ['hak', 'hüsnü', 'hasret', 'dök', 'âteş', '‘aşka', 'hecr', 'himmet', 'güzel', 'gider'])
('kaçar', ['mecnûn', 'pây', 'mahabbet', 'dâg', 'dûst', 'pertev', 'cân', 'sahn', 'mürg', 'râh'])
('gıdâ', ['ni’met', 'togdı', 'derdmend', 'sag', 'kelle', 'gösterz', 'edâ-yı', '‘âlem-sûz', 'şîvekâr', 'selîm'])
('sûfî', ['câm', 'bâd', 'şarâb', 'la’l', 'mest', 'gam', 'bâkî', 'hâk', 'leb', 'göz'])
('gazâl', ['yüri', 'dûd', 'deşt', 'nûş', 'âl', 'kal', 'âhir', 'and', 'nahl', 'geh'])
('açıla', ['fer', '‘îd', 'şekl', 'maksûd', '‘âlemi', 'miyân', 'fenâ', 'mülk', 'bâgda', 'and'])
('pist', ['geç', 'olmayıcak', 'cemâl', 'bak', 'devlet', 'dön', 'taht', 'hazret', 'firâvân', 'nûş'])
('kâş', ['lerze', 'komaz', 'eser', 'biri', '‘ayşa', 'nagme', 'çekel', 'sîr-âb', 'bî-bünyâd', 'şehâ'])
('zümürrüd', ['dâ’im', 'gussa', 'ihsân', 'müşkil', 'nesîm', 'hûrşîd', 'seyr', 'eyleyüp', 'baht', '‘arz'])
('sala', ['nev-bahâr', 'nisbet', 'kâr', 'gâh', 'elem', 'müşgîn', 'pây', 'sûret', 'gubâr', '‘âlemde'])
('katl', ['hvân', 'âyine', 'hayr', 'inciz', 'olmayıcak', 'âvâze', 'keşf', 'zuhûr', 'başla', 'günbed'])
('tesellî', ['sûz', 'akar', 'cümle', 'n’ider', 'bârân', 'ahter', 'mûy', 'denî', 'na’l', 'değerik'])
('kafes', ['gûş', 'gül-gûn', 'sakın', 'cânân', 'şîrîn', 'kenâr', 'dûst', 'safha', 'yiridür', 'visâl'])
('şîvekâr', ['kenâr', 'ele', 'pâdişâh', 'kahr', 'dök', 'zencîr', 'hakîkat', 'değeriz', 'zahm', 'güzel'])
('yürek', ['gümş', 'yitş', 'ta’n', 'cem’', 'gedâ-yı', 'mugân', 'gül-şen', 'tarz', 'lezîz', 'libâs'])
('âlûd', ['bâ', 'yogsa', 'kelâm', 'turmayup', 'eyleyelüm', 'vuslat', 'kîl', 'hâlet', 'göñlüm', 'eser'])
('rîş', ['kulak', 'bâkîyi', 'feryâd', '‘ârif', 'takı', 'hudâ', 'eylem', 'letâfet', 'şu’le', 'gey'])
('suna', ['şîşe', 'savt', 'cilve', 'ko', 'ahvâl', 'servi', 'zâhir', 'yat', 'kaş', 'karşu'])
('yağmâ', ['şâhid', 'girih', 'müşgîni', 'giceler', 'hatâ', 'dil-rübâ', 'münevver', 'üsküf', '‘ömr', 'götür'])
('hasûd', ['gulgul', 'dâglar', 'sil', 'şîşe', 'pâye', 'kemâl', 'kap', 'âzâd', 'şehâ', 'hâsıl'])
('fâş', ['kod', 'idicek', '‘âlî-nazar', '‘âdet', 'yanuñca', 'i̇ller', 'pîre-zen', 'kanla', 'deşt', 'leşker'])
('sehm', ['şîşe', 'ayagı', 'mecnûn', 'yir', 'bâlâ', 'meded', 'dî', 'gülistân', 'olupdur', 'nakd'])
('bâde', ['göreyin', 'bûse', 'bâkiyi', 'añma', 'niçün', 'kon', 'ser-keş', 'yigdür', '‘âşıkuñ', 'secde'])
('oyna', ['gülsitân', 'mir’ât', 'koy', 'ka’b', 'kâfi', 'nükte', 'haste', 'göricek', 'and', 'firâk'])
('hazer', ['kameri', 'basar', 'elest', 'râh-rev', 'süreyin', '‘ayşı', 'mâ’ildür', 'mescid', 'ceres', 'efsâne'])
('belâgat', ['nigâr', 'sabr', 'gir', 'gider', 'belâ', 'vasf', 'dâne', 'meh', 'cevr', 'rakîb'])
('gûl', ['esîr', 'reftâr', 'ahvâl', 'hırâmân', 'hevâ', 'sâf', 'reşk', 'ken', 'göster', 'kasd'])
('gurûr', ['kulak', 'garrâ', '‘âkıbet', 'kesret', 'gey', 'ele', 'yüri', 'hurrem', 'eflâk', 'gâlib'])
('hadeng', ['rakîb', 'nigâr', 'dâg', 'zülf', 'dehr', 'serv', 'rûşen', 'hâk', 'ehl', 'bil'])
('harâret', ['sarı', 'git', 'gider', 'değeriz', 'yit', 'berg', 'reng', 'sakın', 'şu’le', 'ten'])
('nân', ['dendân', 'sâde', 'harâret', 'fezâ-yı', 'velî', 'dünyâya', 'gülsitân', 'rindân', 'âl', 'koy'])
('ikrâr', ['mecnûn', 'gedâ', 'çeşme', 'devr', 'vefâ', 'cevr', 'eylez', '‘îd', 'söyle', 'piyâle'])
('kelle', ['şîşe', 'sevdâ', 'söyle', 'sor', 'ken', 'öldür', 'nergis', '‘âkıbet', 'garaz', '‘aşkuñda'])
('zindân', ['âfâk', 'vâ’iz', 'degüldür', 'rengîn', 'eyleyüp', 'neydügin', 'nergis', 'vuslat', 'hayâ', 'dü'])
('habâb', ['ter', 'felek', 'bâd', 'hâk', 'sâkıyâ', 'bezm', 'nâz', 'gam', 'sultân', 'dil-ber'])
('yüzde', ['esb', 'hidmet', 'görel', 'ney', 'teng', 'tecellî', 'gülistân', 'iriş', 'sakla', 'zîbâya'])
('aldan', ['mevzû', 'fürûg', 'hayr', 'hâme', 'nûr', 'yâd', 'rind', 'şeh', 'firâk', 'sanavber'])
('tuhfe', ['hîç', 'şeb-nem', 'rûh', 'kûh', 'boy', 'dendân', 'seher', 'hüsnü', 'görü', 'tutar'])
('uçur', ['şu’le', 'kâr', 'hûr', 'zamân', '‘aşkuñda', 'nihân', 'ayagı', 'siyeh', 'ahvâl', 'hazret'])
('rüsvâ', ['‘aşkdur', 'tama’', 'gelz', 'yir', 'sükkerî', 'hûnî', 'edâ', 'cür’a', 'bük', 'almaga'])
('dildâr', ['lâl', 'dest', 'bâg', 'âh', 'bâd', 'cihân', 'dil', 'şâh', 'söz', 'hançer'])
('kullan', ['pür', 'sîmîn', 'götür', 'ser-fürû', 'kişver', 'eyyâmıdur', 'cevher', 'elem', 'pîre-zen', 'midür'])
('pehlû', ['kand', 'bâm', 'yaraş', 'sûfî', 'çîn', 'kevkeb', 'hak', '‘arz', 'niyâz', 'hâtem'])
('gurbet', ['hayâ', 'mestâne', 'eylez', 'hadeng', 'zahm', 'râz', 'sünbül', 'garaz', 'reftâr', 'hâk'])
('harîr', ['billûr', '‘ahd', 'üsküf', 'boya', 'ilticâ', 'hârâbat', 'zebûn', '‘aşkda', 'peykân', 'kattâl'])
